Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00012.ppm;36;36;6;6;30;30;23
00000_00013.ppm;38;35;6;5;33;30;23
00000_00014.ppm;39;38;5;6;33;33;23
00000_00015.ppm;39;38;5;5;34;33;23
00000_00016.ppm;40;40;5;6;35;35;23
00000_00017.ppm;41;40;5;5;36;35;23
00000_00018.ppm;44;43;6;6;39;38;23
00000_00019.ppm;48;45;6;5;43;40;23
00000_00020.ppm;50;49;5;6;44;43;23
00000_00021.ppm;53;52;6;6;48;46;23
00000_00022.ppm;56;54;5;5;51;49;23
00000_00023.ppm;61;60;6;6;56;54;23
00000_00024.ppm;69;63;7;5;63;57;23
00000_00025.ppm;74;71;7;6;67;64;23
00000_00026.ppm;83;83;7;8;76;76;23
00000_00027.ppm;93;92;8;9;85;84;23
00000_00028.ppm;110;103;10;9;101;94;23
00000_00029.ppm;137;128;12;11;125;117;23
00001_00000.ppm;62;60;6;6;57;55;23
00001_00001.ppm;62;61;5;6;57;56;23
00001_00002.ppm;68;63;7;6;62;58;23
00001_00003.ppm;68;63;6;5;62;58;23
00001_00004.ppm;71;68;6;6;65;61;23
00001_00005.ppm;74;70;7;7;68;64;23
00001_00006.ppm;74;72;6;7;67;65;23
00001_00007.ppm;77;74;7;7;71;68;23
00001_00008.ppm;77;75;6;7;70;69;23
00001_00009.ppm;81;80;7;8;74;73;23
00001_00010.ppm;84;81;8;8;77;73;23
00001_00011.ppm;86;82;7;8;78;74;23
00001_00013.ppm;93;84;9;7;85;76;23
00001_00014.ppm;95;89;8;8;87;82;23
00001_00015.ppm;100;95;9;9;92;87;23
00001_00017.ppm;112;105;9;9;103;96;23
00001_00018.ppm;112;106;9;10;103;97;23
00001_00019.ppm;121;112;10;10;110;103;23
00001_00020.ppm;124;117;10;10;114;107;23
00001_00021.ppm;132;123;12;11;121;113;23
00001_00022.ppm;141;132;12;12;129;121;23
00001_00023.ppm;145;136;12;12;133;125;23
00001_00024.ppm;158;147;13;12;144;134;23
00001_00025.ppm;166;153;15;13;152;140;23
00001_00026.ppm;175;160;15;13;160;147;23
00001_00027.ppm;194;179;17;15;178;164;23
00001_00028.ppm;205;191;17;17;187;175;23
00001_00029.ppm;226;213;19;18;209;195;23
00002_00002.ppm;37;35;5;5;32;29;23
00002_00004.ppm;39;36;5;5;34;31;23
00002_00005.ppm;40;36;6;6;35;31;23
00002_00006.ppm;41;38;6;6;36;33;23
00002_00007.ppm;41;39;6;6;36;34;23
00002_00008.ppm;43;40;6;6;38;35;23
00002_00009.ppm;44;40;6;6;39;35;23
00002_00010.ppm;43;40;5;6;38;35;23
00002_00011.ppm;46;43;5;5;41;38;23
00002_00012.ppm;47;43;5;5;42;38;23
00002_00013.ppm;49;46;5;5;44;41;23
00002_00014.ppm;51;49;5;6;46;43;23
00002_00015.ppm;54;49;5;5;49;43;23
00002_00018.ppm;60;56;6;6;55;51;23
00002_00019.ppm;62;58;5;5;57;52;23
00002_00021.ppm;72;67;6;6;66;61;23
00002_00022.ppm;77;71;7;6;71;65;23
00003_00000.ppm;51;50;5;6;46;45;23
00003_00001.ppm;53;49;6;5;48;44;23
00003_00002.ppm;55;52;5;6;50;47;23
00003_00003.ppm;55;52;5;6;50;47;23
00003_00004.ppm;56;51;6;5;51;46;23
00003_00005.ppm;55;53;5;5;50;47;23
00003_00006.ppm;57;53;5;5;52;48;23
00003_00007.ppm;58;53;6;5;53;48;23
00003_00008.ppm;58;54;6;6;53;49;23
